City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,pervomayskoye,43.919,46.7102,1.23,76,99,6.85,RU,1670380790
278,hanzhong,33.0728,107.0303,8.28,56,85,0.47,CN,1670380790
279,marsa matruh,31.3525,27.2453,15.09,76,98,3.53,EG,1670380791
280,husavik,66.0449,-17.3389,-2.45,92,85,1.16,IS,1670380791
281,fonte boa,-2.4959,-66.2662,22.83,98,99,0.33,BR,1670380792
282,marawi,7.9986,124.2928,26.36,67,98,2.45,PH,1670380792
283,shellbrook,53.2168,-106.4011,-33.43,96,11,2.29,CA,1670380793
284,cabo san lucas,22.8909,-109.9124,26.17,73,0,2.06,MX,1670380793
285,berekum,7.4534,-2.584,21.22,87,16,1.88,GH,1670380794
286,biabou,13.2,-61.1333,25.65,74,92,3.39,VC,1670380794
287,sitka,57.0531,-135.33,4.94,87,100,3.6,US,1670380549
288,marzuq,14.4,46.4667,14.59,76,9,1.57,YE,1670380795
289,nara,34.6851,135.8049,11.09,44,97,4.95,JP,1670380714
290,yerbogachen,61.2767,108.0108,-11.68,91,100,6.77,RU,1670380796
291,oktyabrskoye,43.0645,44.7417,-4.92,100,49,4.0,RU,1670380797
292,yamada,39.4667,141.95,6.38,68,68,2.84,JP,1670380797
293,katangli,51.7102,143.2326,-12.53,77,100,3.15,RU,1670380797
294,kandrian,-6.2167,149.55,29.26,72,100,2.42,PG,1670380798
295,bom jardim,-7.7958,-35.5872,21.22,89,10,1.29,BR,1670380798
296,port blair,11.6667,92.75,27.02,83,100,4.12,IN,1670380537
297,asilah,35.465,-6.0348,13.98,83,100,2.94,MA,1670380799
298,kavieng,-2.5744,150.7967,28.49,74,92,4.63,PG,1670380552
299,omboue,-1.5746,9.2618,23.14,93,100,2.22,GA,1670380800
300,north platte,41.1239,-100.7654,1.32,58,0,0.45,US,1670380801
301,lavrentiya,65.5833,-171.0,-6.64,76,100,3.78,RU,1670380801
302,nouadhibou,20.931,-17.0347,18.95,81,63,5.72,MR,1670380802
303,ulladulla,-35.35,150.4667,27.36,33,60,4.32,AU,1670380802
304,prijepolje,43.3719,19.6406,7.76,94,100,1.1,RS,1670380803
305,celestun,20.8667,-90.4,24.4,77,39,6.89,MX,1670380804
306,zhigansk,66.7697,123.3711,-28.41,94,100,9.06,RU,1670380805
307,bereda,43.2686,-7.5406,9.12,100,100,0.94,ES,1670380806
308,lagoa,39.05,-27.9833,14.47,78,98,15.87,PT,1670380806
309,saint-pierre,-21.3393,55.4781,24.95,78,0,9.77,RE,1670380807
310,half moon bay,37.4636,-122.4286,11.68,87,20,0.0,US,1670380808
311,olafsvik,64.8945,-23.7142,4.01,76,92,3.07,IS,1670380808
312,xinqing,48.2333,129.5,-10.94,83,100,3.25,CN,1670380809
313,sao paulo de olivenca,-3.3783,-68.8725,21.61,99,100,1.26,BR,1670380810
314,saint george,37.1041,-113.5841,9.97,77,40,1.79,US,1670380619
315,port keats,-14.25,129.55,33.29,50,14,4.77,AU,1670380811
316,livingstonia,-10.606,34.1063,18.63,75,87,1.42,MW,1670380811
317,san carlos de bariloche,-41.1456,-71.3082,11.86,62,20,2.57,AR,1670380812
318,pacific grove,36.6177,-121.9166,10.29,87,20,0.45,US,1670380544
319,flinders,-34.5833,150.8552,27.25,55,86,1.79,AU,1670380813
320,bowen,-20.0167,148.2333,28.42,56,5,4.24,AU,1670380814
321,delta del tigre,-34.7633,-56.3853,26.61,46,0,5.26,UY,1670380814
322,faya,18.3851,42.4509,11.29,71,0,1.37,SA,1670380815
323,krasnyye chetai,55.6887,46.1386,-14.44,88,79,2.68,RU,1670380816
324,maniitsoq,65.4167,-52.9,0.49,91,100,10.54,GL,1670380817
325,kotel,42.8833,26.45,3.75,94,84,1.14,BG,1670380817
326,riyadh,24.6877,46.7219,17.08,42,2,1.08,SA,1670380557
327,immokalee,26.4187,-81.4173,22.97,87,20,0.0,US,1670380682
328,phalombe,-15.8064,35.6507,20.72,82,70,1.41,MW,1670380819
329,mangrol,21.1167,70.1167,21.44,48,0,4.36,IN,1670380819
330,college,64.8569,-147.8028,-10.52,89,100,0.0,US,1670380770
331,yerkoy,39.6381,34.4672,2.56,79,1,1.29,TR,1670380820
332,dukat,62.55,155.55,-31.54,92,8,0.93,RU,1670380821
333,ketchikan,55.3422,-131.6461,3.99,98,100,2.89,US,1670380525
334,dolores,-36.3132,-57.6792,18.97,67,53,3.13,AR,1670380822
335,coahuayana,18.7333,-103.6833,24.27,90,38,0.73,MX,1670380823
336,saldanha,-33.0117,17.9442,10.03,84,0,1.58,ZA,1670380824
337,guhagar,17.4842,73.1929,25.34,48,1,2.26,IN,1670380824
338,funtua,11.5233,7.3081,16.99,31,96,4.24,NG,1670380825
339,newport,51.5877,-2.9984,3.4,69,19,3.38,GB,1670380826
340,lipin bor,60.2622,37.9763,-5.42,81,100,6.02,RU,1670380826
341,ferkessedougou,9.6,-5.2,23.98,35,7,1.35,CI,1670380828
342,dongning,44.0622,131.1207,-3.68,51,4,6.12,CN,1670380828
343,shahpura,27.3833,75.9667,16.34,30,0,1.07,IN,1670380829
344,kuntaur,13.6667,-14.8833,26.82,39,7,2.89,GM,1670380829
345,kauhajoki,62.4333,22.1833,-8.01,92,86,1.83,FI,1670380830
346,fare,-16.7,-151.0167,26.8,75,24,8.03,PF,1670380831
347,monrovia,6.3005,-10.7969,25.54,85,30,2.21,LR,1670380655
348,elmadag,39.9208,33.2308,1.3,82,11,0.96,TR,1670380832
349,caraballeda,10.6112,-66.8522,28.04,78,40,1.03,VE,1670380833
350,taywarah,33.35,64.4167,-1.34,87,98,1.5,AF,1670380834
351,roald,62.5833,6.1333,2.64,80,75,6.69,NO,1670380834
352,westport,41.1415,-73.3579,13.76,88,100,1.34,US,1670380835
353,zafra,38.4167,-6.4167,7.99,94,57,1.44,ES,1670380835
354,bilibino,68.0546,166.4372,-25.16,100,100,1.71,RU,1670380836
355,jakar,27.5492,90.7525,10.6,50,5,1.33,BT,1670380836
356,kuching,1.55,110.3333,30.16,83,40,1.54,MY,1670380548
357,opunake,-39.4556,173.8583,20.47,67,100,9.05,NZ,1670380837
358,abu dhabi,24.4667,54.3667,22.01,85,0,1.54,AE,1670380733
359,soeng sang,14.4264,102.4606,23.46,75,43,2.91,TH,1670380838
360,taoudenni,22.6783,-3.9836,24.97,24,0,1.33,ML,1670380839
361,te anau,-45.4167,167.7167,20.04,50,67,3.01,NZ,1670380840
362,paragominas,-2.9667,-47.4833,22.95,88,36,1.47,BR,1670380840
363,chernyshevskiy,63.0128,112.4714,-11.0,89,100,5.77,RU,1670380841
364,fort nelson,58.8053,-122.7002,-28.23,76,100,1.54,CA,1670380841
365,lhokseumawe,5.1801,97.1507,24.47,93,100,2.17,ID,1670380842
366,muisne,0.6,-80.0333,23.99,80,89,2.73,EC,1670380842
367,kahului,20.8947,-156.47,27.13,67,75,5.66,US,1670380843
368,zlobin,45.2924,14.6541,5.61,73,75,2.57,HR,1670380843
369,jatai,-17.8814,-51.7144,20.46,76,99,1.58,BR,1670380844
370,inhambane,-23.865,35.3833,24.52,86,6,2.42,MZ,1670380844
371,salta,-24.7859,-65.4117,25.33,50,40,2.06,AR,1670380845
372,luleburgaz,41.4039,27.3592,6.33,93,89,0.84,TR,1670380845
373,wanning,18.8003,110.3967,20.89,90,100,6.6,CN,1670380846
374,milas,37.3164,27.7839,4.64,100,100,2.06,TR,1670380846
375,baragaon,25.4333,82.8167,12.99,94,0,2.06,IN,1670380766
376,kattivakkam,13.2167,80.3167,25.05,68,100,7.01,IN,1670380847
377,sao filipe,14.8961,-24.4956,23.01,75,17,1.88,CV,1670380848
378,belyy yar,53.6039,91.3903,-27.3,61,40,0.0,RU,1670380848
379,constitucion,-35.3333,-72.4167,14.62,69,0,3.88,CL,1670380849
380,ahuimanu,21.4447,-157.8378,27.84,79,40,5.66,US,1670380849
381,atambua,-9.1061,124.8925,29.8,52,77,1.72,ID,1670380850
382,sanmenxia,34.7747,111.1814,6.57,38,100,0.79,CN,1670380850
383,buzmeyin,38.0507,58.2056,-2.15,86,20,3.09,TM,1670380851
384,qasigiannguit,68.8193,-51.1922,1.14,63,78,10.51,GL,1670380851
385,svatove,49.4103,38.1503,-7.16,66,1,6.85,UA,1670380852
386,gat,31.61,34.7642,15.22,84,9,2.5,IL,1670380852
387,mountain home,43.133,-115.6912,-2.29,100,75,0.0,US,1670380853
388,tabou,4.423,-7.3528,25.12,87,73,2.78,CI,1670380853
389,cap-haitien,19.7578,-72.2042,25.09,63,16,5.04,HT,1670380854
390,palana,59.1167,159.9667,-6.57,87,100,6.25,RU,1670380855
391,sakaraha,-22.9,44.5333,23.19,76,4,0.86,MG,1670380855
392,chaiyaphum,15.75,102.0,26.14,66,18,6.82,TH,1670380856
393,rorvik,64.8621,11.2373,-0.94,100,75,1.54,NO,1670380856
394,dospat,41.65,24.1667,0.67,95,98,0.73,BG,1670380857
395,beziers,43.3476,3.219,7.96,93,0,1.03,FR,1670380857
396,chumikan,54.7183,135.315,-18.22,79,63,7.51,RU,1670380858
397,vila franca do campo,37.7167,-25.4333,14.23,86,52,7.23,PT,1670380858
398,la palma,33.8464,-118.0467,15.03,82,20,1.54,US,1670380859
399,shetpe,44.1667,52.1167,-8.73,77,6,3.31,KZ,1670380859
400,puerto del rosario,28.5004,-13.8627,18.86,88,0,2.57,ES,1670380860
401,xiongyue,40.1774,122.1228,2.69,36,0,6.74,CN,1670380860
402,makakilo city,21.3469,-158.0858,27.18,71,0,5.66,US,1670380861
403,salalah,17.0151,54.0924,23.05,60,0,3.09,OM,1670380862
404,abay,49.6311,72.8539,-31.79,97,15,1.77,KZ,1670380862
405,saint anthony,45.0205,-93.218,-4.32,81,75,3.09,US,1670380863
406,bathsheba,13.2167,-59.5167,23.36,95,20,2.57,BB,1670380864
407,lucapa,-8.4192,20.7447,17.95,93,100,0.3,AO,1670380865
408,laguna,38.421,-121.4238,11.66,79,0,2.06,US,1670380865
409,bambous virieux,-20.3428,57.7575,24.56,94,75,1.54,MU,1670380866
410,bure,10.7,37.0667,12.13,59,66,1.76,ET,1670380867
411,goure,13.9835,10.2704,18.16,18,5,4.93,NE,1670380868
412,chalus,36.655,51.4204,5.7,87,40,0.0,IR,1670380868
413,lata,40.1629,-8.3327,9.49,95,99,1.42,PT,1670380869
414,uchiza,-8.4592,-76.4633,20.81,89,99,2.0,PE,1670380869
415,mareeba,-17.0,145.4333,34.69,36,60,2.66,AU,1670380699
416,itarema,-2.9248,-39.9167,25.57,76,18,5.93,BR,1670380871
417,novoselytsya,48.2193,26.2653,3.1,98,94,1.73,UA,1670380871
418,semey,50.4111,80.2275,-31.88,75,34,3.0,KZ,1670380872
419,farafangana,-22.8167,47.8333,23.09,86,22,1.73,MG,1670380873
420,tadine,-21.55,167.8833,26.64,81,100,3.89,NC,1670380874
421,arandas,20.7,-102.35,15.7,40,2,0.87,MX,1670380874
422,meulaboh,4.1363,96.1285,23.66,94,100,3.05,ID,1670380875
423,halvad,23.0167,71.1833,20.09,52,0,3.09,IN,1670380876
424,faanui,-16.4833,-151.75,26.8,75,21,7.61,PF,1670380877
425,swift current,50.2834,-107.8014,-30.55,76,0,2.06,CA,1670380877
426,sibolga,1.7427,98.7792,24.34,92,100,1.46,ID,1670380878
427,san andres,12.5847,-81.7006,28.01,69,20,5.66,CO,1670380879
428,lorengau,-2.0226,147.2712,28.05,79,97,2.93,PG,1670380879
429,porto novo,6.4965,2.6036,25.34,90,100,2.02,BJ,1670380655
430,kenai,60.5544,-151.2583,-1.03,99,100,0.0,US,1670380880
431,itinga,-16.6131,-41.7653,21.06,92,99,0.85,BR,1670380881
432,parfino,57.9731,31.6481,-4.48,77,100,5.31,RU,1670380882
433,oussouye,12.485,-16.5469,23.81,75,5,2.83,SN,1670380883
434,olinda,-8.0089,-34.8553,26.85,74,40,2.57,BR,1670380813
435,saysain,14.5611,120.3925,29.05,65,40,2.33,PH,1670380885
436,fortuna,40.5982,-124.1573,6.48,92,0,2.57,US,1670380885
437,lasa,46.6166,10.7002,1.49,80,20,2.01,IT,1670380886
438,pringsewu,-5.3582,104.9744,30.71,57,99,0.27,ID,1670380887
439,aklavik,68.2191,-135.0107,-21.12,89,100,5.52,CA,1670380888
440,arrecife,28.963,-13.5477,16.99,88,0,2.57,ES,1670380889
441,sembe,1.6481,14.5806,21.06,98,95,1.4,CG,1670380821
442,pombas,17.1503,-25.0201,18.88,74,14,2.38,CV,1670380890
443,khazar,41.9974,48.3332,3.09,96,100,3.71,RU,1670380890
444,narsaq,60.9167,-46.05,-0.88,95,92,1.98,GL,1670380891
445,gumdag,39.2061,54.5906,-2.15,45,29,7.37,TM,1670380891
446,mandalgovi,45.7625,106.2708,-10.6,40,28,3.13,MN,1670380892
447,puro,12.4841,123.3827,28.82,66,43,3.98,PH,1670380892
448,batagay,67.6333,134.6333,-40.84,100,92,0.31,RU,1670380893
449,labuhan,-6.8844,112.2051,29.3,67,99,0.84,ID,1670380894
450,obo,5.3998,26.4869,20.19,47,71,1.25,CF,1670380894
451,jardim de piranhas,-6.3786,-37.3519,26.17,59,5,4.81,BR,1670380895
452,beringovskiy,63.05,179.3167,-9.44,63,85,6.7,RU,1670380896
453,timizart,36.8,4.2667,13.71,74,97,2.06,DZ,1670380896
454,tucuma,-0.1833,-50.05,24.18,91,97,2.79,BR,1670380808
455,placido de castro,-10.3353,-67.1856,23.68,84,98,1.23,BR,1670380897
456,alfredo chaves,-20.635,-40.7497,21.81,96,100,1.02,BR,1670380898
457,bastia,42.6667,9.3333,13.5,86,86,0.89,FR,1670380899
458,noumea,-22.2763,166.4572,27.99,99,95,3.57,NC,1670380305
459,itamaraju,-17.0392,-39.5311,20.49,98,96,1.02,BR,1670380899
460,khonsa,27.0167,95.5667,19.07,54,2,1.21,IN,1670380900
461,manuk mangkaw,4.8,119.85,27.91,72,86,2.6,PH,1670380900
462,catumbela,-12.4314,13.5472,24.9,82,100,0.82,AO,1670380901
463,strezhevoy,60.7333,77.5889,-19.96,99,98,3.19,RU,1670380902
464,kikwit,-5.041,18.8162,20.42,99,100,0.99,CD,1670380902
465,coquimbo,-29.9533,-71.3436,14.85,94,0,1.54,CL,1670380903
466,requena,39.4883,-1.1004,9.33,89,100,1.26,ES,1670380903
467,namatanai,-3.6667,152.4333,29.2,68,85,4.73,PG,1670380904
468,bundaberg,-24.85,152.35,32.34,58,1,3.13,AU,1670380739
469,conde,-7.2597,-34.9075,24.7,88,40,1.54,BR,1670380905
470,oga,46.4631,10.347,-2.21,86,35,1.29,IT,1670380905
471,erzin,36.9559,36.2,12.97,65,73,1.69,TR,1670380906
472,bol,13.4586,14.7147,21.82,34,6,8.95,TD,1670380906
473,lisala,2.15,21.5167,20.21,97,78,0.82,CD,1670380907
474,caravelas,-17.7125,-39.2481,22.45,93,99,1.75,BR,1670380907
475,durango,24.8333,-104.8333,15.89,44,63,3.23,MX,1670380631
476,ocampo,21.65,-101.5,13.96,27,0,2.85,MX,1670380908
477,adrar,20.5022,-10.0711,23.53,35,0,2.68,MR,1670380908
478,bojnurd,37.4747,57.329,-5.03,93,0,1.03,IR,1670380909
479,campoverde,-8.4753,-74.8058,25.83,94,100,1.23,PE,1670380909
480,mana,5.6592,-53.7767,24.3,93,93,3.28,GF,1670380910
481,kyshtovka,56.555,76.6271,-19.87,100,89,1.99,RU,1670380911
482,hirara,24.8,125.2833,23.92,64,40,9.26,JP,1670380911
483,rio bananal,-19.265,-40.3333,21.0,97,100,1.4,BR,1670380912
484,tau,59.0667,5.9,1.2,77,1,7.94,NO,1670380912
485,kendari,-3.945,122.4989,31.86,55,47,1.29,ID,1670380913
486,la mitra,8.8422,-79.7867,24.76,87,54,2.27,PA,1670380913
487,atar,20.5169,-13.0499,23.13,39,4,1.09,MR,1670380914
488,sisophon,13.5859,102.9737,26.38,69,65,2.85,KH,1670380914
489,bitkine,11.9801,18.2138,20.11,23,2,3.36,TD,1670380914
490,muroto,33.2833,134.15,11.67,52,87,4.02,JP,1670380915
491,tomaszow mazowiecki,51.5313,20.0086,1.42,10,100,4.37,PL,1670380915
492,biloela,-24.4167,150.5,36.9,22,0,3.43,AU,1670380916
493,batticaloa,7.7102,81.6924,24.96,84,100,7.56,LK,1670380916
494,goderich,43.7501,-81.7165,4.95,93,100,1.54,CA,1670380883
495,usinsk,65.9939,57.5281,-14.27,87,100,9.63,RU,1670380917
496,cravo norte,6.3017,-70.2041,23.55,72,19,2.18,CO,1670380918
497,berlevag,70.8578,29.0864,1.97,80,75,5.14,NO,1670380918
498,pafos,34.7667,32.4167,12.88,76,20,4.12,CY,1670380919
499,goba,7.0167,39.9833,7.85,76,34,1.84,ET,1670380919
500,miyako,39.6367,141.9525,6.34,66,84,2.08,JP,1670380920
501,luyang,27.6239,110.0989,8.29,69,100,0.96,CN,1670380920
502,sauda,59.6506,6.3542,0.93,82,45,2.84,NO,1670380921
503,acari,-15.4311,-74.6158,21.3,73,100,1.21,PE,1670380921
504,aktau,43.65,51.2,-12.68,74,3,5.18,KZ,1670380922
505,daru,-9.0763,143.2092,29.73,58,100,3.95,PG,1670380661
506,ereymentau,51.6199,73.1033,-25.52,100,34,1.17,KZ,1670380923
507,vanavara,60.34,102.2797,-11.54,90,100,6.12,RU,1670380924
508,chuy,-33.6971,-53.4616,17.04,95,0,2.45,UY,1670380924
509,voh,-20.9667,164.7,27.38,80,97,1.91,NC,1670380925
510,general pico,-35.6566,-63.7568,24.94,35,1,2.85,AR,1670380848
511,ust-kuyga,70.0167,135.6,-41.35,99,71,0.67,RU,1670380926
512,hurghada,27.2574,33.8129,16.86,68,0,6.47,EG,1670380823
513,coos bay,43.3665,-124.2179,5.55,99,0,3.09,US,1670380743
514,martin,27.0837,-80.4164,24.42,89,0,2.9,US,1670380927
515,altay,47.8667,88.1167,-16.67,76,23,2.5,CN,1670380918
516,tiznit,29.5833,-9.5,14.39,66,65,1.27,MA,1670380928
517,lapua,62.9693,23.0088,-7.16,94,67,1.77,FI,1670380929
518,mahibadhoo,3.7833,72.9667,26.82,74,55,2.22,MV,1670380929
519,oranjestad,12.524,-70.027,26.06,81,20,3.09,AW,1670380652
520,pitimbu,-7.4706,-34.8086,25.33,81,20,3.92,BR,1670380909
521,asha,54.9973,57.2722,-22.01,99,13,0.92,RU,1670380931
522,byron bay,-28.65,153.6167,30.52,61,26,4.22,AU,1670380931
523,muros,42.7762,-9.0603,9.27,95,100,2.05,ES,1670380658
524,abu samrah,35.3029,37.1841,10.44,75,7,0.64,SY,1670380667
525,san policarpo,12.1791,125.5072,28.17,66,99,4.28,PH,1670380933
526,ust-maya,60.4167,134.5333,-25.78,95,100,2.28,RU,1670380934
527,morehead,37.2711,-87.1764,18.88,97,100,2.57,US,1670380788
528,najran,17.4924,44.1277,13.36,35,0,1.59,SA,1670380935
529,dibulla,11.2725,-73.3091,22.02,71,14,2.89,CO,1670380936
530,copiapo,-27.3667,-70.3333,14.83,62,100,0.75,CL,1670380937
531,amarillo,35.222,-101.8313,10.88,52,0,3.97,US,1670380678
532,namibe,-15.1961,12.1522,20.23,84,19,3.11,AO,1670380939
533,gladstone,-23.85,151.25,33.96,40,0,3.6,AU,1670380939
534,pasco,28.292,-82.4165,22.1,85,83,1.7,US,1670380940
535,paamiut,61.994,-49.6678,-0.66,91,91,5.64,GL,1670380653
536,kirakira,-10.4544,161.9205,29.44,73,60,2.49,SB,1670380942
537,vardo,70.3705,31.1107,1.99,93,100,4.12,NO,1670380942
538,ugoofaaru,5.6667,73.0,27.18,75,91,2.98,MV,1670380943
539,manono,-7.3,27.4167,19.05,95,91,1.34,CD,1670380943
540,tecoanapa,16.5167,-98.75,25.49,79,31,1.51,MX,1670380944
541,mbanza-ngungu,-5.25,14.8667,18.8,87,97,0.62,CD,1670380945
542,crystal lake,42.2411,-88.3162,4.47,90,100,0.89,US,1670380833
543,tra vinh,9.9347,106.3453,28.36,74,99,1.82,VN,1670380818
544,cayenne,4.9333,-52.3333,25.02,94,0,0.0,GF,1670380946
545,owerri,5.4833,7.0304,24.2,89,100,1.34,NG,1670380946
546,leopold,-38.1833,144.4667,20.1,61,75,9.26,AU,1670380947
547,moranbah,-22.0016,148.0466,35.69,22,0,1.37,AU,1670380948
548,guerrero negro,27.9769,-114.0611,15.89,67,30,5.15,MX,1670380948
549,sibu,2.3,111.8167,29.17,79,20,2.24,MY,1670380949
550,guarda,40.5373,-7.2658,2.35,96,99,1.09,PT,1670380950
551,petropavlovsk-kamchatskiy,53.0452,158.6483,-3.67,80,75,2.0,RU,1670380950
552,itoman,26.1247,127.6694,21.01,56,75,7.2,JP,1670380951
553,sinnamary,5.3833,-52.95,25.22,91,99,3.63,GF,1670380906
554,sirur,18.8333,74.3833,22.6,50,35,1.52,IN,1670380952
555,katav-ivanovsk,54.7531,58.1956,-20.78,98,18,1.29,RU,1670380953
556,nalgonda,17.05,79.2667,21.28,55,100,3.3,IN,1670380953
